asset_type,route,source_file,slug,source_title_not_verified_claim,source_date,source_status,source_draft,source_published,program_group,review_status,indexing_policy,owner_role,verification_reference,inventory_date
scenario,/case-studies/automotive-lease-retention-equity-mining,apps/web/content/case-studies/automotive-lease-retention-equity-mining.md,automotive-lease-retention-equity-mining,Luxury Brand Dealer Achieves 40% Lease Loyalty with AI-Powered Retention Campaigns,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/automotive-sales-lead-response-bdc,apps/web/content/case-studies/automotive-sales-lead-response-bdc.md,automotive-sales-lead-response-bdc,How a Toyota Dealership Books 24 More Deals/Year with 90-Second Lead Response,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/automotive-service-scheduling-noshow-reduction,apps/web/content/case-studies/automotive-service-scheduling-noshow-reduction.md,automotive-service-scheduling-noshow-reduction,Multi-Rooftop Dealer Group Cuts Service No-Shows by 35% and Lifts Absorption Rate 18%,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/ecommerce-post-purchase-review-collection,apps/web/content/case-studies/ecommerce-post-purchase-review-collection.md,ecommerce-post-purchase-review-collection,Supplement Brand Increases Review Volume 340% with AI Post-Purchase Calls,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/ecommerce-returns-automation-nps-improvement,apps/web/content/case-studies/ecommerce-returns-automation-nps-improvement.md,ecommerce-returns-automation-nps-improvement,Fashion Retailer Reduces Returns Call Volume 74% While Improving NPS by 12 Points,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/ecommerce-wismo-automation-peak-season,apps/web/content/case-studies/ecommerce-wismo-automation-peak-season.md,ecommerce-wismo-automation-peak-season,DTC Brand Handles 91% of Black Friday Call Volume with AI — Zero Seasonal Hires,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/education-k12-attendance-emergency-notifications,apps/web/content/case-studies/education-k12-attendance-emergency-notifications.md,education-k12-attendance-emergency-notifications,School District Reduces Chronic Absenteeism 28% with Daily AI Attendance Calls,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/education-online-student-retention,apps/web/content/case-studies/education-online-student-retention.md,education-online-student-retention,EdTech Platform Reduces Course Dropout Rate 34% with AI Engagement Calls,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/education-university-admissions-financial-aid,apps/web/content/case-studies/education-university-admissions-financial-aid.md,education-university-admissions-financial-aid,"Mid-Size University Automates 38,000 Calls/Year, Saves $503K in Admissions & Financial Aid",,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/financial-services-banking-customer-service,apps/web/content/case-studies/financial-services-banking-customer-service.md,financial-services-banking-customer-service,"Community Bank Automates 82% of Tier-1 Calls, Redirects Staff to Advisory Services",,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/financial-services-collections-fdcpa-compliant,apps/web/content/case-studies/financial-services-collections-fdcpa-compliant.md,financial-services-collections-fdcpa-compliant,Auto Lender Improves Recovery Rate 7.2pp with Zero FDCPA Violations Over 18 Months,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/financial-services-insurance-claims-fnol,apps/web/content/case-studies/financial-services-insurance-claims-fnol.md,financial-services-insurance-claims-fnol,Regional P&C Insurer Cuts Claims Inquiry Call Volume 68% with 24/7 AI Status Updates,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/healthcare-appointment-scheduling-noshow-reduction,apps/web/content/case-studies/healthcare-appointment-scheduling-noshow-reduction.md,healthcare-appointment-scheduling-noshow-reduction,How a 5-Physician Practice Recovered $127K/Year by Cutting No-Shows from 18% to 6%,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/healthcare-patient-collections-compassionate,apps/web/content/case-studies/healthcare-patient-collections-compassionate.md,healthcare-patient-collections-compassionate,Dental Group Recovers $81K/Month in Overdue Balances While Maintaining 4.6-Star Patient Rating,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/healthcare-post-discharge-readmission-reduction,apps/web/content/case-studies/healthcare-post-discharge-readmission-reduction.md,healthcare-post-discharge-readmission-reduction,"Regional Hospital Cuts 30-Day Readmissions by 23%, Saves $2.1M in Medicare Penalties",,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/hr-employee-benefits-helpdesk,apps/web/content/case-studies/hr-employee-benefits-helpdesk.md,hr-employee-benefits-helpdesk,Enterprise HR Department Deflects 71% of Benefits Calls During Open Enrollment,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/hr-recruiting-high-volume-phone-screening,apps/web/content/case-studies/hr-recruiting-high-volume-phone-screening.md,hr-recruiting-high-volume-phone-screening,Staffing Agency Screens 400+ Candidates/Week at $4/Screen — Down from $45,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/hr-recruiting-seasonal-hiring-campaigns,apps/web/content/case-studies/hr-recruiting-seasonal-hiring-campaigns.md,hr-recruiting-seasonal-hiring-campaigns,"Retail Chain Fills 1,200 Holiday Positions 3 Weeks Faster with AI Screening",,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/logistics-delivery-notifications-exception-management,apps/web/content/case-studies/logistics-delivery-notifications-exception-management.md,logistics-delivery-notifications-exception-management,"Regional LTL Carrier Saves $1.08M/Year Automating 30,000 Monthly Shipment Calls",,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/logistics-freight-broker-carrier-capacity,apps/web/content/case-studies/logistics-freight-broker-carrier-capacity.md,logistics-freight-broker-carrier-capacity,Digital Freight Brokerage Covers 3x More Loads with AI Carrier Outreach,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/logistics-last-mile-delivery-coordination,apps/web/content/case-studies/logistics-last-mile-delivery-coordination.md,logistics-last-mile-delivery-coordination,Last-Mile Delivery Startup Reduces Failed Deliveries 62% with AI Customer Calls,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/manufacturing-preventive-maintenance-scheduling,apps/web/content/case-studies/manufacturing-preventive-maintenance-scheduling.md,manufacturing-preventive-maintenance-scheduling,Electronics Manufacturer Reduces Unplanned Downtime 41% with AI Maintenance Coordination,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/manufacturing-shift-coordination-workforce,apps/web/content/case-studies/manufacturing-shift-coordination-workforce.md,manufacturing-shift-coordination-workforce,Food Manufacturer Fills 94% of Open Shifts Same-Day with AI Dispatch Calls,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/manufacturing-supplier-po-confirmation,apps/web/content/case-studies/manufacturing-supplier-po-confirmation.md,manufacturing-supplier-po-confirmation,Tier 1 Automotive Supplier Cuts Response Time from 3.2 Days to 0.8 Days Across 140 Vendors,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/real-estate-instant-lead-followup-showings,apps/web/content/case-studies/real-estate-instant-lead-followup-showings.md,real-estate-instant-lead-followup-showings,Solo Agent Doubles Monthly Closings from 3 to 6 with 90-Second AI Lead Response,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/real-estate-open-house-followup-nurture,apps/web/content/case-studies/real-estate-open-house-followup-nurture.md,real-estate-open-house-followup-nurture,Brokerage Team Converts 3.5x More Open House Visitors with Same-Day AI Follow-Up,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/real-estate-property-management-operations,apps/web/content/case-studies/real-estate-property-management-operations.md,real-estate-property-management-operations,PM Company Managing 500 Units Saves $98K/Year Automating Tenant Communications,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/saas-churn-prevention-nps-surveys,apps/web/content/case-studies/saas-churn-prevention-nps-surveys.md,saas-churn-prevention-nps-surveys,HR Tech Startup Recovers $47K/Month in At-Risk Revenue with AI Churn Intervention,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/saas-customer-onboarding-activation,apps/web/content/case-studies/saas-customer-onboarding-activation.md,saas-customer-onboarding-activation,B2B SaaS Platform Lifts 90-Day Retention 35% with AI Onboarding Call Sequences,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/saas-renewal-upsell-expansion,apps/web/content/case-studies/saas-renewal-upsell-expansion.md,saas-renewal-upsell-expansion,Analytics SaaS Grows SMB Renewal Rate from 72% to 85% and Drives $1.2M in Expansion Revenue,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/travel-airline-disruption-rebooking,apps/web/content/case-studies/travel-airline-disruption-rebooking.md,travel-airline-disruption-rebooking,Regional Carrier Rebounds from Weather Disruptions 4x Faster with AI Rebooking Calls,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/travel-hotel-post-stay-survey-loyalty,apps/web/content/case-studies/travel-hotel-post-stay-survey-loyalty.md,travel-hotel-post-stay-survey-loyalty,Resort Collection Achieves 44% Survey Response Rate — 3.5x Higher Than Email,,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
scenario,/case-studies/travel-hotel-reservations-upsell,apps/web/content/case-studies/travel-hotel-reservations-upsell.md,travel-hotel-reservations-upsell,"Boutique Hotel Chain Generates $39,600/Year in Upsell Revenue from Pre-Arrival AI Calls",,,false,true,backlog,illustrative_only_not_customer_proof,noindex_scenario,Customer evidence owner,,2026-09-06
marketing_route,/blog,apps/web/src/app/blog/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/case-studies,apps/web/src/app/case-studies/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/company/about-us,apps/web/src/app/company/about-us/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/company/careers,apps/web/src/app/company/careers/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/company/contact,apps/web/src/app/company/contact/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/compliance/hipaa,apps/web/src/app/compliance/hipaa/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/automotive,apps/web/src/app/industries/automotive/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/e-commerce,apps/web/src/app/industries/e-commerce/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/education,apps/web/src/app/industries/education/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/financial-services,apps/web/src/app/industries/financial-services/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/healthcare,apps/web/src/app/industries/healthcare/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/hr-recruiting,apps/web/src/app/industries/hr-recruiting/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/logistics,apps/web/src/app/industries/logistics/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/manufacturing-engineering,apps/web/src/app/industries/manufacturing-engineering/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries,apps/web/src/app/industries/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/real-estate,apps/web/src/app/industries/real-estate/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/saas,apps/web/src/app/industries/saas/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/industries/travel-hospitality,apps/web/src/app/industries/travel-hospitality/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/open-source,apps/web/src/app/open-source/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/,apps/web/src/app/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/pricing,apps/web/src/app/pricing/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/privacy-policy,apps/web/src/app/privacy-policy/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/solutions/ai-answering-service,apps/web/src/app/solutions/ai-answering-service/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/solutions/ai-receptionist,apps/web/src/app/solutions/ai-receptionist/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/solutions,apps/web/src/app/solutions/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/terms-of-service,apps/web/src/app/terms-of-service/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases/appointment-scheduling,apps/web/src/app/use-cases/appointment-scheduling/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases/customer-support,apps/web/src/app/use-cases/customer-support/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases/operations-automation,apps/web/src/app/use-cases/operations-automation/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases/order-status-returns,apps/web/src/app/use-cases/order-status-returns/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases,apps/web/src/app/use-cases/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases/reminders-collections,apps/web/src/app/use-cases/reminders-collections/page.tsx,,,,,,,current_route,pending_campaign_review,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
marketing_route,/use-cases/sales-lead-gen,apps/web/src/app/use-cases/sales-lead-gen/page.tsx,,,,,,,current_route,campaign_source_and_local_rendering_verified,local_rendered_index_follow_canonical_verified,Web owner,verification-2026-09-06.md,2026-09-06
